Datum;Temperatur;Anteil VE
20.07.2023;21.8;48.2
21.07.2023;19.7;60.7
22.07.2023;20.7;35.2
23.07.2023;22.2;14.1
24.07.2023;20.8;40.8
25.07.2023;17.2;49.8
26.07.2023;15.9;42.8
27.07.2023;16.8;49.2
28.07.2023;19.2;52.1
29.07.2023;21.9;40.8
30.07.2023;20.2;19.8
31.07.2023;19.6;30.7
01.08.2023;18.4;31.5
02.08.2023;18.1;36.3
03.08.2023;19;17
04.08.2023;17.5;52.4
05.08.2023;18;52.8
06.08.2023;15.5;40.6
07.08.2023;15.2;17.2
08.08.2023;17.3;18.6
09.08.2023;17.6;43.3
10.08.2023;18.4;51.5
11.08.2023;21.5;51.3
12.08.2023;22.1;48.3
13.08.2023;22;42.2
14.08.2023;24.1;56.5
15.08.2023;22.8;53.2
16.08.2023;22.8;58.5
17.08.2023;22.1;55.7
18.08.2023;25.2;50.1
19.08.2023;26.1;41.5
20.08.2023;26.4;46.6
21.08.2023;26.7;59.2
22.08.2023;25.6;59.7
23.08.2023;23.5;58.4
24.08.2023;23;60.2
25.08.2023;22.6;59.6
26.08.2023;19.6;45
27.08.2023;17.9;55.9
28.08.2023;15.5;63.3
29.08.2023;16.2;73.2
30.08.2023;17;61.4
31.08.2023;15.8;44.9
01.09.2023;18.1;58.7
02.09.2023;19.9;54.2
03.09.2023;20.2;47.6
04.09.2023;21.8;50.6
05.09.2023;22.5;48.8
06.09.2023;21.7;52.1
07.09.2023;22.2;40.1
08.09.2023;21.5;49.6
09.09.2023;21.4;52.9
10.09.2023;22.3;53.7
11.09.2023;22;58.8
12.09.2023;23.2;63.6
13.09.2023;20.5;58.3
14.09.2023;16.9;63.8
15.09.2023;18.3;51.9
16.09.2023;21.3;48.7
17.09.2023;23.8;46.5
18.09.2023;20.6;40.5
19.09.2023;18.5;24.1
20.09.2023;19.5;30.2
21.09.2023;19.2;45.2
22.09.2023;15.7;54.5
23.09.2023;13.5;39
24.09.2023;13.3;37.9
25.09.2023;14.2;42
26.09.2023;15.6;62.7
27.09.2023;16.8;60.6
28.09.2023;19.5;49.9
29.09.2023;19.9;45
30.09.2023;16.3;43.6
01.10.2023;15.5;43.9
02.10.2023;17.1;52.8
03.10.2023;18.4;7
04.10.2023;13.1;28.4
05.10.2023;12.3;44.6
06.10.2023;12.3;29.8
07.10.2023;14.7;22.3
08.10.2023;16.6;56.8
09.10.2023;17.3;60.5
10.10.2023;16.3;56.7
11.10.2023;19.5;23.2
12.10.2023;17.9;57.3
13.10.2023;21.3;28.7
14.10.2023;16.7;15.7
15.10.2023;8.3;20.8
16.10.2023;6.6;59
17.10.2023;8.4;69.9
18.10.2023;9.6;48
19.10.2023;14.7;47.2
20.10.2023;15.2;37
21.10.2023;15.3;32.4
22.10.2023;12.1;28.8
23.10.2023;9.4;66.4
24.10.2023;12;61.5
25.10.2023;11.5;56.7
26.10.2023;12;65.9
27.10.2023;12;64
28.10.2023;12.1;44.6
29.10.2023;13.3;13
30.10.2023;13.4;45.6
31.10.2023;12.1;45.4
01.11.2023;12.7;34.3
02.11.2023;11;25.7
03.11.2023;8.7;36.4
04.11.2023;8.8;15.6
05.11.2023;11.2;21.8
06.11.2023;10.6;22.2
07.11.2023;9;36.5
08.11.2023;8.7;31.3
09.11.2023;8.7;41.5
10.11.2023;8.9;46.9
11.11.2023;7.1;54
12.11.2023;5.8;65.3
13.11.2023;11.2;48.1
14.11.2023;12;27.7
15.11.2023;11;48.7
16.11.2023;8.2;56.5
17.11.2023;7.4;67.4
18.11.2023;6.7;51.5
19.11.2023;12.3;15.5
20.11.2023;11.2;53.4
21.11.2023;9;69.1
22.11.2023;2.4;61
23.11.2023;4;23.3
24.11.2023;6.4;25.9
25.11.2023;3.7;43.5
26.11.2023;3.2;64.9
27.11.2023;3.2;60.3
28.11.2023;1.9;63.7
29.11.2023;1.3;59.4
30.11.2023;2.4;82.9
01.12.2023;1;81.8
02.12.2023;-1.3;79.7
03.12.2023;-1.8;68.1
04.12.2023;-1.2;59.7
05.12.2023;5;56.3
06.12.2023;4.3;73.9
07.12.2023;1.5;75.9
08.12.2023;3.4;63.3
09.12.2023;7.2;36.4
10.12.2023;9.8;17.6
11.12.2023;10.7;41.8
12.12.2023;8.5;68.3
13.12.2023;8.4;58.4
14.12.2023;6.6;76.7
15.12.2023;5.7;63.1
16.12.2023;5.2;32.5
17.12.2023;2.8;25.6
18.12.2023;3.1;34.9
19.12.2023;3.1;38.2
20.12.2023;5.9;25
21.12.2023;8.1;10.4
22.12.2023;8.8;8.3
23.12.2023;9.8;21.3
24.12.2023;10.5;1.8
25.12.2023;10.1;6.6
26.12.2023;9.1;3.2
27.12.2023;7.4;38.6
28.12.2023;8.7;4.1
29.12.2023;9.9;-0.4
30.12.2023;9.1;14.2
31.12.2023;7.2;11.9
01.01.2024;7.7;7.4
02.01.2024;8.7;26.1
03.01.2024;10.5;15.2
04.01.2024;8.8;44.5
05.01.2024;7.3;46
06.01.2024;4.8;55.3
07.01.2024;2.4;51.7
08.01.2024;-1.4;51.6
09.01.2024;-3.3;63.9
10.01.2024;-2.5;72
11.01.2024;-3.4;73.8
12.01.2024;-2.7;72.3
13.01.2024;-0.8;44
14.01.2024;-2.4;34
15.01.2024;-0.2;45.1
16.01.2024;-2.1;60.5
17.01.2024;-1.3;66.6
18.01.2024;-1.4;70.7
19.01.2024;-4.6;43.9
20.01.2024;-8.1;32.9
21.01.2024;-2.3;19.1
22.01.2024;6.2;21.7
23.01.2024;7.4;23
24.01.2024;11.6;15.3
25.01.2024;8.9;41.8
26.01.2024;8.5;32.1
27.01.2024;2.4;32.5
28.01.2024;0.9;28.5
29.01.2024;2.7;45.8
30.01.2024;5.9;45.6
31.01.2024;8.1;46.2
01.02.2024;7;35.2
02.02.2024;5.8;28.8
03.02.2024;8.4;12.2
04.02.2024;9.3;3
05.02.2024;8.8;9
06.02.2024;7.7;11.2
07.02.2024;9.4;45.5
08.02.2024;10.5;66.9
09.02.2024;11.3;42.6
10.02.2024;9.8;54.2
11.02.2024;8.8;46
12.02.2024;8.2;59.4
13.02.2024;6;44.8
14.02.2024;9;49.9
15.02.2024;12.3;53.4
16.02.2024;12.8;40.9
17.02.2024;10.8;52.4
18.02.2024;8.7;32.1
19.02.2024;10.1;37.2
20.02.2024;8.6;42.7
21.02.2024;8.6;35
22.02.2024;10.2;33
23.02.2024;7.3;28.9
24.02.2024;5.7;38.6
25.02.2024;7.4;40.9
26.02.2024;9.9;56.4
27.02.2024;8.4;69.9
28.02.2024;5.6;68.6
29.02.2024;5.2;41.2
01.03.2024;6.8;53.8
02.03.2024;9.7;39.6
03.03.2024;10.7;36.1
04.03.2024;7.8;67.6
05.03.2024;7.5;62.7
06.03.2024;7.1;68.9
07.03.2024;6.2;56.7
08.03.2024;7.1;26.9
09.03.2024;9.6;16.9
10.03.2024;10.3;16
11.03.2024;9.4;46.2
12.03.2024;7.5;71.3
13.03.2024;9.6;61.1
14.03.2024;11.7;47.7
15.03.2024;12.4;32.1
16.03.2024;10.3;25.2
17.03.2024;9;45
18.03.2024;10.9;58.1
19.03.2024;10.8;58.4
20.03.2024;11.2;65.3
21.03.2024;11.5;54
22.03.2024;12;42.7
23.03.2024;8.1;25.6
24.03.2024;6.9;6.6
25.03.2024;7.9;48.2
26.03.2024;9.9;39.2
27.03.2024;8.8;53.5
28.03.2024;7.8;32.2
29.03.2024;10.4;23.3
30.03.2024;9.3;44.1
31.03.2024;13.6;40.5
01.04.2024;10;40.4
02.04.2024;10.7;15.9
03.04.2024;11.1;51.4
04.04.2024;12.2;28.2
05.04.2024;16.4;23.9
06.04.2024;18.8;18.7
07.04.2024;18.4;20.2
08.04.2024;19.5;53.2
09.04.2024;13;35.1
10.04.2024;9.8;43.2
11.04.2024;10.5;39.7
12.04.2024;13.5;39.1
13.04.2024;16.7;20.4
14.04.2024;17.5;14.7
15.04.2024;12.5;39.9
16.04.2024;8.1;34.5
17.04.2024;7.9;61.7
18.04.2024;6.7;55.1
19.04.2024;6.3;27.3
20.04.2024;6.9;35.5
21.04.2024;5.2;38.5
22.04.2024;4.7;57.1
23.04.2024;6.1;55.8
24.04.2024;5.3;52
25.04.2024;6.6;56.9
26.04.2024;8.7;51.6
27.04.2024;13.2;35.4
28.04.2024;13.7;14.2
29.04.2024;15.5;44.9
30.04.2024;18.4;37.7
01.05.2024;19.2;5.4
02.05.2024;16.2;16.2
03.05.2024;12.8;43.2
04.05.2024;14.1;50.3
05.05.2024;15.1;28
06.05.2024;14.3;58.9
07.05.2024;13.3;62.4
08.05.2024;13.1;60
09.05.2024;15.1;40.5
10.05.2024;16.1;45.1
11.05.2024;18.1;36.1
12.05.2024;18.9;14.7
13.05.2024;18.4;25.1
14.05.2024;19.5;17.6
15.05.2024;15.7;23.3
16.05.2024;17.2;29.8
17.05.2024;14;34.1
18.05.2024;14.4;41.4
19.05.2024;14.4;40.5
20.05.2024;16.9;32.9
21.05.2024;15.6;36.2
22.05.2024;15.7;44.2
23.05.2024;15.9;49
24.05.2024;15.3;55.1
25.05.2024;16.8;42.1
26.05.2024;17.6;35
27.05.2024;18;51.4
28.05.2024;16.1;48.2
29.05.2024;16;38.7
30.05.2024;16.1;52.7
31.05.2024;14.9;53.5
01.06.2024;15.5;37.3
02.06.2024;16.8;26.4
03.06.2024;15.9;56.4
04.06.2024;16.6;52.2
05.06.2024;17;38.2
06.06.2024;18.4;43
07.06.2024;17.9;44.9
08.06.2024;19.1;21.8
09.06.2024;17.9;19.2
10.06.2024;16.2;39.9
11.06.2024;14.1;26.5
12.06.2024;14.1;38.6
13.06.2024;15.1;48.1
14.06.2024;15.1;43.1
15.06.2024;17.2;12.6
16.06.2024;17.6;19.7
17.06.2024;18.5;49.4
18.06.2024;21.3;55
19.06.2024;18.5;53.8
20.06.2024;19.7;55.2
21.06.2024;20.2;57.1
22.06.2024;16.8;24.1
23.06.2024;19.1;38.2
24.06.2024;21.6;47.2
25.06.2024;23;38.2
26.06.2024;23;44.7
27.06.2024;25.1;51.2
28.06.2024;23.3;33.7
29.06.2024;24.7;37.7
30.06.2024;18.5;39.5
01.07.2024;17.1;49.6
02.07.2024;15.6;46.9
03.07.2024;15.4;52.8
04.07.2024;17;25.1
05.07.2024;19;24.3
06.07.2024;18.4;10
07.07.2024;17.2;20.2
08.07.2024;19.6;44.6
09.07.2024;24.7;35
10.07.2024;23.2;49.9
11.07.2024;23;52.6
12.07.2024;22.2;45.7
13.07.2024;18.9;24.5
14.07.2024;20;23.9
15.07.2024;22.8;39.1
16.07.2024;21.8;33.1
17.07.2024;20.7;38.4
18.07.2024;22.5;51
19.07.2024;24.4;49.2
20.07.2024;25.2;33.4
21.07.2024;24.7;35.2
22.07.2024;23;43
23.07.2024;20.4;46.2
24.07.2024;19.6;42.2
25.07.2024;20.2;47.5
26.07.2024;20.6;52.3
27.07.2024;20.8;58.4
28.07.2024;19.7;28.6
29.07.2024;21.3;39.3
30.07.2024;23.9;46.7
31.07.2024;25.1;53.3
01.08.2024;21.7;57.9
02.08.2024;22.3;59.2
03.08.2024;21.9;47
04.08.2024;20.2;35.6
05.08.2024;20.6;53.8
06.08.2024;22.2;49.2
07.08.2024;23.1;55.6
08.08.2024;20.9;56.6
09.08.2024;22.9;28.5
10.08.2024;23.9;26.8
11.08.2024;23.8;35.6
12.08.2024;25.8;45.1
13.08.2024;26.8;40.7
14.08.2024;23.6;54.2
15.08.2024;23.5;51.8
16.08.2024;23.9;48.4
17.08.2024;23.1;56.9
18.08.2024;19.7;59.9
19.08.2024;19.3;57.4
20.08.2024;19.6;47.6
21.08.2024;19.4;27.5
22.08.2024;18.7;30.3
23.08.2024;21.7;17.9
24.08.2024;25.7;21.5
25.08.2024;19.1;21.6
26.08.2024;17.3;47.7
27.08.2024;20.1;49
28.08.2024;22.8;43.6
29.08.2024;25.2;50.9
30.08.2024;24.3;57.9
31.08.2024;24.5;35.4
01.09.2024;25.8;21.1
02.09.2024;23.1;48
03.09.2024;23.4;59.3
04.09.2024;21.1;61.8
05.09.2024;24.3;32.4
06.09.2024;19.3;37.7
07.09.2024;21.6;41.9
08.09.2024;19;47.7
09.09.2024;17.4;56.4
10.09.2024;16.2;32.6
11.09.2024;13.3;45.3
12.09.2024;11.1;59.2
13.09.2024;10.8;49.8
14.09.2024;11.8;31.8
15.09.2024;12.5;38.6
16.09.2024;13;59.3
17.09.2024;17.3;48.1
18.09.2024;19.8;41.9
19.09.2024;19.7;38.1
20.09.2024;19;29.8
21.09.2024;17.1;31.8
22.09.2024;16.9;46.1
23.09.2024;16.8;64.7
24.09.2024;15.6;51.5
25.09.2024;16.5;40
26.09.2024;16.4;33.2
27.09.2024;14.9;12
28.09.2024;12;22.9
29.09.2024;10.3;39.6
30.09.2024;13;31.9
01.10.2024;14.4;41
02.10.2024;12.8;52.8
03.10.2024;11.5;43.5
04.10.2024;11.2;57.9
05.10.2024;10.4;61
06.10.2024;10.8;34.7
07.10.2024;15.1;48
08.10.2024;15.4;51.4
09.10.2024;15.1;41.3
10.10.2024;14.5;30.6
11.10.2024;9.9;47.3
12.10.2024;9.5;30.5
13.10.2024;11.9;-1.9
14.10.2024;7.7;61.1
15.10.2024;11.9;56.1
16.10.2024;13.9;24.8
17.10.2024;15.1;42.9
18.10.2024;13.8;66.4
19.10.2024;14.7;55.2
20.10.2024;11.8;33.3
21.10.2024;16.3;46.9
22.10.2024;13.6;52.1
23.10.2024;9.8;65
24.10.2024;11.4;58
25.10.2024;12.5;61
26.10.2024;10.6;57.9
27.10.2024;11.6;52.9
28.10.2024;11.6;52.1
29.10.2024;10.5;67.5
30.10.2024;8.9;70.9
31.10.2024;10.6;56.9
01.11.2024;10.8;41.3
02.11.2024;11.3;65.7
03.11.2024;9.9;57.2
04.11.2024;6.6;71.2
05.11.2024;5.1;73.2
06.11.2024;7;83.6
07.11.2024;6.8;82.7
08.11.2024;7.7;67.8
09.11.2024;8.1;72
10.11.2024;5.4;77
11.11.2024;5.6;69
12.11.2024;7.3;76.1
13.11.2024;5.8;75.7
14.11.2024;5.8;61
15.11.2024;7.5;66.6
16.11.2024;5.6;39.9
17.11.2024;5.5;22.2
18.11.2024;6.5;41.3
19.11.2024;8.8;52.6
20.11.2024;4.1;48.8
21.11.2024;2.2;53.3
22.11.2024;1.2;39.2
23.11.2024;4.7;28.6
24.11.2024;10.5;6.6
25.11.2024;13.2;29.4
26.11.2024;9.6;49.3
27.11.2024;9.4;43.3
28.11.2024;7.2;34.7
29.11.2024;3;67
30.11.2024;1.6;42.2
01.12.2024;-0.8;46.9
02.12.2024;4.1;50.7
03.12.2024;5.5;58.9
04.12.2024;2.8;73.3
05.12.2024;2.3;44
06.12.2024;7.8;37
07.12.2024;6.5;36.6
08.12.2024;6.4;49.8
09.12.2024;5.1;43.1
10.12.2024;4.9;61.6
11.12.2024;3.5;82.9
12.12.2024;2.4;83.7
13.12.2024;2;75.5
14.12.2024;0.5;48.5
15.12.2024;4.1;17.4
16.12.2024;7.3;18.7
17.12.2024;7;43.3
18.12.2024;8.8;22.8
19.12.2024;9.7;17.3
20.12.2024;4.2;24.9
21.12.2024;5.3;9
22.12.2024;4.9;19.1
23.12.2024;3.3;27
24.12.2024;3.8;54.8
25.12.2024;4;59.1
26.12.2024;1.6;67.5
27.12.2024;-0.2;72.9
28.12.2024;-2.8;72.5
29.12.2024;-1.3;52.5
30.12.2024;-0.2;40.7
31.12.2024;-0.8;33.3
