Datum;Temperatur;Anteil VE
25.04.2018;14.6;46.4
26.04.2018;11.1;50.3
27.04.2018;13;62.1
28.04.2018;13.6;56.2
29.04.2018;17.9;50.8
30.04.2018;14.5;31.1
01.05.2018;9.4;24.3
02.05.2018;10.3;61.5
03.05.2018;14;63.4
04.05.2018;15.7;63
05.05.2018;18.1;50.6
06.05.2018;18.8;42.1
07.05.2018;19.8;54.8
08.05.2018;20.4;50.8
09.05.2018;19.5;57.7
10.05.2018;15;51.2
11.05.2018;15.2;67
12.05.2018;18.9;55.3
13.05.2018;17.3;39.4
14.05.2018;15.8;52.4
15.05.2018;16.9;62.3
16.05.2018;15.1;63.6
17.05.2018;14.1;51.1
18.05.2018;12.5;65.3
19.05.2018;14.2;64.8
20.05.2018;14.6;41
21.05.2018;19.5;27.8
22.05.2018;18.1;60.7
23.05.2018;17.2;59.7
24.05.2018;17.6;55.2
25.05.2018;19.1;55.6
26.05.2018;21.3;56.2
27.05.2018;21.8;52.1
28.05.2018;23.8;60.5
29.05.2018;21;56.3
30.05.2018;22.7;66.2
31.05.2018;23.4;61.5
01.06.2018;19.8;65.3
02.06.2018;20.2;63.9
03.06.2018;21.6;63
04.06.2018;22.8;65.9
05.06.2018;23.2;68.2
06.06.2018;22.9;59.6
07.06.2018;22.1;65.6
08.06.2018;22.9;69.4
09.06.2018;22.4;63.6
10.06.2018;22.9;59.8
11.06.2018;20.7;64.9
12.06.2018;17;65.6
13.06.2018;15.8;67.4
14.06.2018;17.3;61.4
15.06.2018;18.9;71.5
16.06.2018;21.2;63.5
17.06.2018;19.9;50.5
18.06.2018;19.5;63.6
19.06.2018;20.7;64.5
20.06.2018;23.3;62.2
21.06.2018;20.2;46.1
22.06.2018;14;39
23.06.2018;14.2;35
24.06.2018;16.8;51.9
25.06.2018;18.4;63.4
26.06.2018;20;69.4
27.06.2018;20.3;64.3
28.06.2018;21.5;63.8
29.06.2018;23.8;60.6
30.06.2018;24;47.2
01.07.2018;22.3;37.1
02.07.2018;22.3;59.8
03.07.2018;23.1;65.9
04.07.2018;21.4;71.6
05.07.2018;20;68.6
06.07.2018;22.6;59.2
07.07.2018;22.3;43.6
08.07.2018;22.1;48.9
09.07.2018;22.3;55.1
10.07.2018;19.1;66.8
11.07.2018;17.6;70
12.07.2018;20.5;65.9
13.07.2018;22.3;63.1
14.07.2018;23.8;61.5
15.07.2018;22.2;61.2
16.07.2018;22.5;69.4
17.07.2018;22.5;66.8
18.07.2018;22.6;59.3
19.07.2018;23.4;64.5
20.07.2018;24.6;68
21.07.2018;20.3;68.9
22.07.2018;20.2;66.7
23.07.2018;22.9;71
24.07.2018;25.1;71
25.07.2018;27.1;70
26.07.2018;28;64.3
27.07.2018;27.4;58.4
28.07.2018;25.1;53.9
29.07.2018;25;55.7
30.07.2018;26.8;67.7
31.07.2018;28.3;66.1
01.08.2018;25.2;70.3
02.08.2018;25.9;69.9
03.08.2018;28.9;69
04.08.2018;29.4;62.7
05.08.2018;26.9;51.3
06.08.2018;27.3;66.9
07.08.2018;28;66.5
08.08.2018;26.8;58
09.08.2018;24.8;60.4
10.08.2018;20.6;48.3
11.08.2018;20.4;39.7
12.08.2018;20.7;54.1
13.08.2018;19.1;68.2
14.08.2018;20.8;58.7
15.08.2018;20.2;69.1
16.08.2018;22.4;63.1
17.08.2018;23.2;66.8
18.08.2018;21.9;58.5
19.08.2018;22.9;53.2
20.08.2018;22.8;65.5
21.08.2018;25;73.2
22.08.2018;25.3;68.3
23.08.2018;24.1;68.7
24.08.2018;18.6;59.2
25.08.2018;14.8;55.1
26.08.2018;14.9;48.7
27.08.2018;17.4;45.9
28.08.2018;18.8;70.2
29.08.2018;20.9;65.1
30.08.2018;19.2;61
31.08.2018;16.8;68.8
01.09.2018;16.6;66.8
02.09.2018;16.6;62.2
03.09.2018;18.7;69.3
04.09.2018;20;72.8
05.09.2018;21.8;71.1
06.09.2018;19.5;70.3
07.09.2018;18.4;67.5
08.09.2018;16.4;50.6
09.09.2018;17;57
10.09.2018;19.6;66.8
11.09.2018;19.7;51.9
12.09.2018;22.8;63.7
13.09.2018;18.1;78.1
14.09.2018;18.5;71.9
15.09.2018;16.2;56.6
16.09.2018;16.4;55.8
17.09.2018;18.5;68.4
18.09.2018;21.5;55.9
19.09.2018;23;58.3
20.09.2018;21.5;59
21.09.2018;18.7;40.3
22.09.2018;14.1;37.6
23.09.2018;15.3;54.5
24.09.2018;11.4;41.6
25.09.2018;10.2;66.3
26.09.2018;10.7;49.2
27.09.2018;13.4;58.7
28.09.2018;14.1;57.4
29.09.2018;11.4;58.7
30.09.2018;11.3;53.8
01.10.2018;11.3;62.2
02.10.2018;8.5;43.6
03.10.2018;12.8;32.2
04.10.2018;10.4;65.8
05.10.2018;12.3;62.5
06.10.2018;15.2;62.4
07.10.2018;13.8;58.5
08.10.2018;13.7;68
09.10.2018;14.2;70.8
10.10.2018;15.9;65.2
11.10.2018;14.8;56.6
12.10.2018;18.6;59.1
13.10.2018;17.2;50.2
14.10.2018;16.5;42.4
15.10.2018;15.7;69.9
16.10.2018;14.4;78.7
17.10.2018;14.4;77.4
18.10.2018;15;74.2
19.10.2018;13.7;78.9
20.10.2018;12.7;71.9
21.10.2018;9.7;66.6
22.10.2018;9.5;64.3
23.10.2018;9.4;40.1
24.10.2018;13.4;46.8
25.10.2018;13.4;51.5
26.10.2018;10.9;61.1
27.10.2018;8.1;57.8
28.10.2018;6.1;50.1
29.10.2018;6.2;53.4
30.10.2018;6.6;43.1
31.10.2018;6.4;53.8
01.11.2018;6.7;63.3
02.11.2018;10;62.4
03.11.2018;9.7;70.4
04.11.2018;11.1;68.3
05.11.2018;10.2;72.3
06.11.2018;7.4;69.5
07.11.2018;10.4;67
08.11.2018;12.1;74.9
09.11.2018;10.3;71.5
10.11.2018;11.6;49.9
11.11.2018;13.1;41.4
12.11.2018;14.5;65.9
13.11.2018;11.2;58.7
14.11.2018;5.5;71.1
15.11.2018;6.4;75.4
16.11.2018;6.8;62.7
17.11.2018;5.9;51.4
18.11.2018;4.3;53.8
19.11.2018;2.7;49
20.11.2018;3.5;45.5
21.11.2018;2.1;64.4
22.11.2018;2.3;76
23.11.2018;0.8;80.5
24.11.2018;5.6;78.2
25.11.2018;6.9;72.3
26.11.2018;5.9;73.1
27.11.2018;3.7;79.8
28.11.2018;3.6;58.3
29.11.2018;5;50.3
30.11.2018;6.5;62.7
01.12.2018;7.7;56
02.12.2018;10.3;39.2
03.12.2018;11.7;52
04.12.2018;7.6;58.7
05.12.2018;3.9;68.2
06.12.2018;9.5;60.8
07.12.2018;11.5;43.8
08.12.2018;7.8;20.6
09.12.2018;8.9;22.2
10.12.2018;6;39.3
11.12.2018;3.9;59.8
12.12.2018;2.6;78.2
13.12.2018;1;72.4
14.12.2018;1.1;77.8
15.12.2018;0.5;69.3
16.12.2018;0.2;64.5
17.12.2018;3.7;76.8
18.12.2018;5;68.2
19.12.2018;4.7;61.4
20.12.2018;6.7;65.6
21.12.2018;9.5;40.8
22.12.2018;11.1;45.6
23.12.2018;9.5;50.7
24.12.2018;5.9;54
25.12.2018;-0.5;37.3
26.12.2018;-1.5;48.7
27.12.2018;-0.8;63.5
28.12.2018;-0.1;67.7
29.12.2018;1.5;47.1
30.12.2018;6;36.5
31.12.2018;5.9;65.9
01.01.2019;6.7;15.8
02.01.2019;3.6;40.1
03.01.2019;-1.1;68.5
04.01.2019;1.2;55.2
05.01.2019;4.7;44.1
06.01.2019;5.5;65.7
07.01.2019;4.7;61.4
08.01.2019;5.3;33.3
09.01.2019;3.3;44.6
10.01.2019;1.5;77.1
11.01.2019;-0.1;60.5
12.01.2019;2.9;38.5
13.01.2019;7;21.3
14.01.2019;5.3;37.7
15.01.2019;4.4;40.8
16.01.2019;5;45.7
17.01.2019;5.8;46
18.01.2019;1.9;70.8
19.01.2019;0;73.5
20.01.2019;-4;78.1
21.01.2019;-4.5;78
22.01.2019;-3.3;70.6
23.01.2019;-1.5;77.8
24.01.2019;-2.4;84.8
25.01.2019;-1.2;77.5
26.01.2019;2.6;54.5
27.01.2019;5.8;42.5
28.01.2019;3.1;59.5
29.01.2019;1.9;67
30.01.2019;1.8;62.2
31.01.2019;0.7;71.4
01.02.2019;3;67.4
02.02.2019;3.9;78.2
03.02.2019;3.1;64.7
04.02.2019;1.9;57.8
05.02.2019;2.7;66.7
06.02.2019;0.4;65.3
07.02.2019;2.2;53.9
08.02.2019;6.4;40.9
09.02.2019;7.6;21.4
10.02.2019;8.2;26.6
11.02.2019;5.7;39.7
12.02.2019;4.3;58.9
13.02.2019;2.9;57.5
14.02.2019;1.4;71.2
15.02.2019;3.6;67.9
16.02.2019;4.3;50
17.02.2019;4.8;59.1
18.02.2019;5.2;63.7
19.02.2019;6.2;50.5
20.02.2019;5.5;61.7
21.02.2019;7.3;59.7
22.02.2019;9.7;70.3
23.02.2019;6.2;61
24.02.2019;5;66.1
25.02.2019;6.9;71.5
26.02.2019;7.5;74.2
27.02.2019;7.2;67.7
28.02.2019;10.9;52.9
01.03.2019;9.4;72.3
02.03.2019;8.7;64.5
03.03.2019;10.8;16.6
04.03.2019;9.9;25.4
05.03.2019;6.8;38.2
06.03.2019;10.6;45.1
07.03.2019;11;32.2
08.03.2019;8.8;32.5
09.03.2019;10;16.7
10.03.2019;10.9;38.9
11.03.2019;6.2;43.7
12.03.2019;6.9;40.2
13.03.2019;7.2;27.8
14.03.2019;6.6;35.1
15.03.2019;9.8;31.8
16.03.2019;11.3;26.7
17.03.2019;8;17.8
18.03.2019;5.3;36.7
19.03.2019;4.5;66.5
20.03.2019;5.6;62.4
21.03.2019;8.5;63.3
22.03.2019;10;68.9
23.03.2019;10.1;58.4
24.03.2019;9;58
25.03.2019;5.9;43.7
26.03.2019;5.7;54.2
27.03.2019;7;66.9
28.03.2019;7.8;73.8
29.03.2019;10.8;66.2
30.03.2019;10.9;56.7
31.03.2019;12.1;48.5
01.04.2019;12;53.1
02.04.2019;13.9;48.4
03.04.2019;8.7;67.5
04.04.2019;5.6;70.2
05.04.2019;6.8;73.5
06.04.2019;9.4;57.6
07.04.2019;11.9;53.2
08.04.2019;10.8;64.1
09.04.2019;11.1;60.4
10.04.2019;10.2;58.7
11.04.2019;7.5;62.7
12.04.2019;5.3;67.4
13.04.2019;4.1;56.2
14.04.2019;5.7;49.3
15.04.2019;10;47.7
16.04.2019;12.2;46
17.04.2019;14.1;48.3
18.04.2019;16.6;39.1
19.04.2019;18;33.7
20.04.2019;17;46.2
21.04.2019;17.5;44.4
22.04.2019;18;13.7
23.04.2019;16.4;21.7
24.04.2019;15.2;38.9
25.04.2019;14.8;49.4
26.04.2019;10;60.4
27.04.2019;9.5;52.1
28.04.2019;8.3;60.8
29.04.2019;8.4;62.2
30.04.2019;12.4;60.7
01.05.2019;12.7;42.7
02.05.2019;12.7;44.5
03.05.2019;11.4;50.3
04.05.2019;6.3;51.4
05.05.2019;6.3;49.5
06.05.2019;7.9;55.4
07.05.2019;8.9;66.9
08.05.2019;10.4;58.4
09.05.2019;11.2;61.2
10.05.2019;12.9;61.9
11.05.2019;11.7;56.1
12.05.2019;8.7;33.1
13.05.2019;11;50.4
14.05.2019;10.5;56.1
15.05.2019;10.4;60.3
16.05.2019;12;63.4
17.05.2019;14.6;63
18.05.2019;14.5;53.5
19.05.2019;16.5;53.1
20.05.2019;14.3;67
21.05.2019;13.1;57.8
22.05.2019;13.4;53.5
23.05.2019;14.2;61.7
24.05.2019;16.9;57
25.05.2019;17;56.1
26.05.2019;16.4;32.2
27.05.2019;15.4;52.3
28.05.2019;15.2;68.3
29.05.2019;13.6;65.7
30.05.2019;15.2;33.2
31.05.2019;18.5;55.7
01.06.2019;20.6;50
02.06.2019;22.6;43
03.06.2019;21;55.5
04.06.2019;24;60.2
05.06.2019;24.9;55
06.06.2019;14.1;52.9
07.06.2019;16.8;51.5
08.06.2019;16.4;18.6
09.06.2019;17.8;39.5
10.06.2019;17.5;47.7
11.06.2019;17.5;65.1
12.06.2019;16.4;65.4
13.06.2019;18.3;54.3
14.06.2019;18.7;59.3
15.06.2019;20;41.5
16.06.2019;18.2;59.9
17.06.2019;20.1;63.7
18.06.2019;23;62.6
19.06.2019;24.7;61.5
20.06.2019;20.1;59.6
21.06.2019;19.7;62.6
22.06.2019;19.6;54.3
23.06.2019;22.1;38.8
24.06.2019;25.4;45.8
25.06.2019;26.3;56.6
26.06.2019;28.8;54.2
27.06.2019;26.2;49.2
28.06.2019;22.6;62.3
29.06.2019;24.5;56.9
30.06.2019;28;31.8
01.07.2019;25.9;49.8
02.07.2019;21.3;47.5
03.07.2019;20.2;53.5
04.07.2019;20.1;50.8
05.07.2019;21.8;54
06.07.2019;24.2;43.3
07.07.2019;18.6;37.7
08.07.2019;17;57.4
09.07.2019;14.8;59.3
10.07.2019;17.3;62.4
11.07.2019;17;74.6
12.07.2019;17.3;70.9
13.07.2019;17.1;57.6
14.07.2019;16.7;59.1
15.07.2019;17.6;62.4
16.07.2019;17.5;58.9
17.07.2019;19.9;69.8
18.07.2019;20.9;67.2
19.07.2019;21;70.2
20.07.2019;24;49.6
21.07.2019;23.7;43.2
22.07.2019;23.2;62.6
23.07.2019;26.3;66.5
24.07.2019;28;63.1
25.07.2019;29.3;62.7
26.07.2019;29;49.9
27.07.2019;23.3;39.3
28.07.2019;20.2;53
29.07.2019;21.6;70
30.07.2019;23.4;70
31.07.2019;21.3;67.8
01.08.2019;20;68.8
02.08.2019;19.9;70.6
03.08.2019;20;62.7
04.08.2019;21;59
05.08.2019;22.4;68.3
06.08.2019;22;64.1
07.08.2019;19.2;66.2
08.08.2019;21.1;50.8
09.08.2019;22;62
10.08.2019;21.6;28.2
11.08.2019;19;31.5
12.08.2019;17.2;58.1
13.08.2019;16.9;57.7
14.08.2019;17.5;59.8
15.08.2019;19;51.5
16.08.2019;19.5;57
17.08.2019;19;42.8
18.08.2019;22.8;45
19.08.2019;21.4;54.2
20.08.2019;17;68.5
21.08.2019;17.8;66.3
22.08.2019;18.8;60.2
23.08.2019;20.1;63.6
24.08.2019;21.7;53.2
25.08.2019;23.2;53.1
26.08.2019;24.5;68
27.08.2019;25;68
28.08.2019;24.8;69.6
29.08.2019;24.4;70.9
30.08.2019;23.6;69.6
31.08.2019;25.1;57.7
01.09.2019;21.3;50.2
02.09.2019;17.1;61.7
03.09.2019;17.1;53.5
04.09.2019;19;53.8
05.09.2019;17.2;49.2
06.09.2019;14.5;55.4
07.09.2019;12.8;67.3
08.09.2019;13.2;71.2
09.09.2019;13.7;73.9
10.09.2019;13.4;56.6
11.09.2019;15.7;53.6
12.09.2019;18.9;58.9
13.09.2019;18.3;56.1
14.09.2019;18.2;61.4
15.09.2019;18.5;35.1
16.09.2019;18.3;67.5
17.09.2019;16.8;45.2
18.09.2019;12.7;47.6
19.09.2019;12.2;63
20.09.2019;12.6;68.3
21.09.2019;15.4;57.7
22.09.2019;16.2;51.5
23.09.2019;16.6;71.3
24.09.2019;15.4;73
25.09.2019;15.6;72.5
26.09.2019;16.1;67.1
27.09.2019;15.7;59.1
28.09.2019;15.5;29.4
29.09.2019;16.9;23.6
30.09.2019;15.6;33.1
01.10.2019;15.3;57.6
02.10.2019;12.8;55.3
03.10.2019;9.5;56.7
04.10.2019;10.7;63.2
05.10.2019;11.8;55.4
06.10.2019;9.9;50.2
07.10.2019;11.1;68.2
08.10.2019;12.9;52
09.10.2019;12.1;49.4
10.10.2019;11.7;41.9
11.10.2019;13.1;32
12.10.2019;16.6;32.7
13.10.2019;19.6;38.8
14.10.2019;18.1;56.7
15.10.2019;15.5;66.5
16.10.2019;13.6;56.9
17.10.2019;14.7;62.2
18.10.2019;14.1;50
19.10.2019;13.8;48.2
20.10.2019;15.1;65.7
21.10.2019;15.2;71.9
22.10.2019;13;72.3
23.10.2019;11.9;72.5
24.10.2019;14.8;66.9
25.10.2019;13.6;49.5
26.10.2019;13.1;28
27.10.2019;11.6;34.4
28.10.2019;7.1;65.1
29.10.2019;6.6;75.7
30.10.2019;6.8;74.8
31.10.2019;5.7;67.4
01.11.2019;8.5;52.2
02.11.2019;13.8;37.5
03.11.2019;12.7;57
04.11.2019;10.9;68.2
05.11.2019;9.5;72.4
06.11.2019;9.3;79
07.11.2019;8.9;67.7
08.11.2019;6;76.2
09.11.2019;6.2;72.5
10.11.2019;1.5;69.7
11.11.2019;2.9;61.2
12.11.2019;5.9;55.8
13.11.2019;4.4;65
14.11.2019;5.2;63.7
15.11.2019;4;57.7
16.11.2019;3;62.1
17.11.2019;3;61.4
18.11.2019;4.4;62.5
19.11.2019;4.5;62.5
20.11.2019;0.8;84.5
21.11.2019;1.1;79.5
22.11.2019;1.9;70.3
23.11.2019;4.1;41.2
24.11.2019;3.3;59.5
25.11.2019;4.4;83.5
26.11.2019;8.7;73.5
27.11.2019;10.1;57.5
28.11.2019;10.3;38.7
29.11.2019;6.8;49
30.11.2019;3.6;68.2
01.12.2019;3;74.1
02.12.2019;2;65.1
03.12.2019;1.9;70.9
04.12.2019;0.2;68.2
05.12.2019;-1.6;62.4
06.12.2019;2.4;39.6
07.12.2019;8.5;29.7
08.12.2019;9.7;20.5
09.12.2019;7.6;42.9
10.12.2019;3.3;54.7
11.12.2019;2.3;61.5
12.12.2019;3.6;65.4
13.12.2019;4.8;54
14.12.2019;7.8;29.5
15.12.2019;9.2;22.8
16.12.2019;10.1;58.3
17.12.2019;9.5;53.6
18.12.2019;9.3;59.9
19.12.2019;3.9;50.4
20.12.2019;4.7;42.7
21.12.2019;5.9;50.2
22.12.2019;8;50.3
23.12.2019;8;39.8
24.12.2019;7.5;44.9
25.12.2019;7.9;55.9
26.12.2019;4.4;68.1
27.12.2019;5.2;71.2
28.12.2019;1.4;69.1
29.12.2019;-1.1;51.5
30.12.2019;-1.3;33.1
31.12.2019;0.9;46.6
01.01.2020;-0.2;61.2
02.01.2020;0.2;56.7
03.01.2020;6;34.2
04.01.2020;5.2;29
05.01.2020;5;58.7
06.01.2020;-0.6;58.7
07.01.2020;3.9;58.3
08.01.2020;5;54.4
09.01.2020;9.8;55.3
10.01.2020;8.8;49.5
11.01.2020;4.2;48.2
12.01.2020;2.6;28.1
13.01.2020;5.8;59.8
14.01.2020;7.8;35
15.01.2020;9.9;36
16.01.2020;10;57.4
17.01.2020;6.3;51.1
18.01.2020;4.7;49.1
19.01.2020;2.9;62.5
20.01.2020;3.2;72.5
21.01.2020;-0.1;63.8
22.01.2020;-2.4;73.5
23.01.2020;1;81.1
24.01.2020;0.3;74.2
25.01.2020;0.8;73.2
26.01.2020;1.4;65.9
27.01.2020;5.6;53.3
28.01.2020;5.5;41
29.01.2020;4.4;40.2
30.01.2020;6.8;38.9
31.01.2020;12.3;34
01.02.2020;11.9;23.1
02.02.2020;11.4;41.6
03.02.2020;10.2;46.8
04.02.2020;5.8;46.8
05.02.2020;4.1;60.7
06.02.2020;1.3;66.7
07.02.2020;1.4;69.2
08.02.2020;2.2;49.6
09.02.2020;9.4;20.6
10.02.2020;10;30.3
11.02.2020;6.3;28.3
12.02.2020;4.5;32.5
13.02.2020;4.4;51.9
14.02.2020;7.3;69.1
15.02.2020;7.3;32.2
16.02.2020;13.5;15.4
17.02.2020;9.8;34.8
18.02.2020;7.4;31.1
19.02.2020;6.2;38.2
20.02.2020;7.7;41.9
21.02.2020;6.2;31.2
22.02.2020;7.8;14.5
23.02.2020;10.8;20.4
24.02.2020;9;44.2
25.02.2020;8.4;33.8
26.02.2020;4.2;57.2
27.02.2020;3;66
28.02.2020;5.3;45
29.02.2020;9.7;22.2
01.03.2020;8.8;22.1
02.03.2020;7;63.4
03.03.2020;5;66.4
04.03.2020;4.6;68.7
05.03.2020;6.8;63.3
06.03.2020;6.8;52.2
07.03.2020;6.3;52.1
08.03.2020;7.7;31.3
09.03.2020;8.2;61.1
10.03.2020;7.7;33.7
11.03.2020;13.8;38.4
12.03.2020;12;27.1
13.03.2020;7.7;33
14.03.2020;5.7;56.7
15.03.2020;8.4;24.3
16.03.2020;11.2;61
17.03.2020;12.2;61
18.03.2020;10.7;52.3
19.03.2020;12.7;72.8
20.03.2020;12.6;62.7
21.03.2020;6.1;28.6
22.03.2020;4.9;20.9
23.03.2020;3.4;38.3
24.03.2020;4.2;42.9
25.03.2020;5;42.5
26.03.2020;6.1;42.9
27.03.2020;10.1;43.5
28.03.2020;12.3;36.6
29.03.2020;5.9;26.5
30.03.2020;3.3;53.7
31.03.2020;5.1;64.1
01.04.2020;4.4;52.7
02.04.2020;6.5;42.8
03.04.2020;7.6;46.6
04.04.2020;8.7;53.7
05.04.2020;11.9;21.3
06.04.2020;12.6;39.7
07.04.2020;14.9;57.8
08.04.2020;15.7;57.7
09.04.2020;15.3;57.8
10.04.2020;17;52.8
11.04.2020;14.9;53.4
12.04.2020;15.1;45.5
13.04.2020;10.2;19.5
14.04.2020;5.2;45.5
15.04.2020;9;45.1
16.04.2020;13.8;57
17.04.2020;16.3;61.1
18.04.2020;17.3;47.9
19.04.2020;15;27.2
20.04.2020;14.8;21.8
21.04.2020;16;17.6
22.04.2020;16.7;26.9
23.04.2020;16.2;55.2
24.04.2020;15.6;44.4
25.04.2020;12.3;47.4
26.04.2020;13.1;56
27.04.2020;16.1;61.2
28.04.2020;15.1;65.7
29.04.2020;14.9;62.9
30.04.2020;12.5;44.8
01.05.2020;10.6;33.4
02.05.2020;10.8;40.1
03.05.2020;11.9;52.2
04.05.2020;13.5;62.5
05.05.2020;11.1;54.4
06.05.2020;11.8;49.5
07.05.2020;14;56.5
08.05.2020;17.4;60.4
09.05.2020;15.6;58.5
10.05.2020;18.2;44
11.05.2020;7.3;35.9
12.05.2020;8.5;49.7
13.05.2020;10.6;62.3
14.05.2020;11.6;57.7
15.05.2020;12.8;50.3
16.05.2020;13.2;38.1
17.05.2020;13.7;30.6
18.05.2020;16.3;46.6
19.05.2020;19.2;55.4
20.05.2020;19.6;67.9
21.05.2020;19.7;50.6
22.05.2020;20.7;45.9
23.05.2020;14.4;37.5
24.05.2020;14.8;21.9
25.05.2020;16.6;45
26.05.2020;15.5;65
27.05.2020;16.9;57.5
28.05.2020;17.4;49.1
29.05.2020;16.4;55
30.05.2020;17.1;41.8
31.05.2020;16.2;31.2
01.06.2020;20.5;29.7
02.06.2020;21.4;57.2
03.06.2020;19.5;57.2
04.06.2020;15.6;63.2
05.06.2020;13;44.8
06.06.2020;13.7;28.7
07.06.2020;15.4;47.5
08.06.2020;15.9;68.3
09.06.2020;15.4;70.5
10.06.2020;15.6;68.4
11.06.2020;15.2;55
12.06.2020;20.5;43.3
13.06.2020;21.4;39.7
14.06.2020;17.9;50.2
15.06.2020;17.6;64.2
16.06.2020;17.8;72.2
17.06.2020;17.3;66.4
18.06.2020;17.7;62.3
19.06.2020;18.2;62.7
20.06.2020;17.9;46.6
21.06.2020;19.4;49.2
22.06.2020;20.1;57.7
23.06.2020;21.3;59.4
24.06.2020;22.1;55.8
25.06.2020;22.3;51.5
26.06.2020;22.1;53.1
27.06.2020;23.6;48.8
28.06.2020;19.7;38.9
29.06.2020;18.2;47.1
30.06.2020;17.4;33.6
01.07.2020;22.5;48.8
02.07.2020;20.9;60.2
03.07.2020;19.2;52.4
04.07.2020;21;17.7
05.07.2020;23.7;14
06.07.2020;18;25.3
07.07.2020;16.5;48.9
08.07.2020;17.5;66.3
09.07.2020;22.9;62.8
10.07.2020;21.5;48.5
11.07.2020;17.8;50
12.07.2020;18.5;46.7
13.07.2020;19.8;59.5
14.07.2020;21.2;62.3
15.07.2020;17.3;72.7
16.07.2020;16.1;74.4
17.07.2020;19.3;68.1
18.07.2020;21;60
19.07.2020;21.6;52.9
20.07.2020;21.6;57.7
21.07.2020;20.2;56.9
22.07.2020;20.3;61.3
23.07.2020;20.7;60.9
24.07.2020;22.4;53.8
25.07.2020;23.4;53.6
26.07.2020;21.3;36.3
27.07.2020;23.8;55.3
28.07.2020;23.8;35.1
29.07.2020;20.1;39.5
30.07.2020;22.7;55.6
31.07.2020;25.9;59.1
01.08.2020;25.4;46.3
02.08.2020;23.5;59.6
03.08.2020;18.9;68
04.08.2020;18.7;67.6
05.08.2020;20.8;50.6
06.08.2020;22.6;57.1
07.08.2020;25.7;60.6
08.08.2020;27.3;57.7
09.08.2020;28;51.4
10.08.2020;27.9;57.6
11.08.2020;29;51.8
12.08.2020;27.8;51
13.08.2020;22.2;61.6
14.08.2020;22.2;69.4
15.08.2020;23.5;64.2
16.08.2020;25.2;51.1
17.08.2020;22.1;66.8
18.08.2020;20.6;68.6
19.08.2020;21.3;66.7
20.08.2020;25.7;60
21.08.2020;27.8;49.9
22.08.2020;22.3;40.3
23.08.2020;20.7;29
24.08.2020;18.5;59.9
25.08.2020;18.7;56.2
26.08.2020;21.7;19.2
27.08.2020;18.4;53.2
28.08.2020;18.6;54.4
29.08.2020;17.5;56.1
30.08.2020;15.7;61.2
31.08.2020;16.2;68.5
01.09.2020;17.1;70.9
02.09.2020;16.9;70
03.09.2020;17.6;53.4
04.09.2020;22.4;53.7
05.09.2020;18.4;50.6
06.09.2020;15.8;53.5
07.09.2020;15.1;63.3
08.09.2020;17.1;50.2
09.09.2020;19.8;51.5
10.09.2020;20;64.9
11.09.2020;20.2;64.2
12.09.2020;20.2;42.9
13.09.2020;20.5;41.6
14.09.2020;22;65.6
15.09.2020;21.5;68.4
16.09.2020;21.7;61.7
17.09.2020;19.2;54.4
18.09.2020;19.2;54.2
19.09.2020;17.1;47.4
20.09.2020;17.5;50.3
21.09.2020;17.3;69.1
22.09.2020;19.5;72.3
23.09.2020;19.7;64.5
24.09.2020;16.9;43.7
25.09.2020;12.2;60.1
26.09.2020;10.5;53.2
27.09.2020;10.4;56.9
28.09.2020;11.1;73.8
29.09.2020;12.7;76.1
30.09.2020;14;72.2
01.10.2020;13.2;57.1
02.10.2020;16.5;51.6
03.10.2020;13;32.6
04.10.2020;13.6;27.2
05.10.2020;12.4;48.8
06.10.2020;12.8;45.2
07.10.2020;13.2;51.9
08.10.2020;13.5;39.4
09.10.2020;15.1;61.1
10.10.2020;10.7;49.4
11.10.2020;8.7;51.3
12.10.2020;8.7;74.6
13.10.2020;8.1;71.7
14.10.2020;8;47.6
15.10.2020;9;60.1
16.10.2020;9.8;73.7
17.10.2020;8.4;76.2
18.10.2020;8.3;49.5
19.10.2020;9.8;70.2
20.10.2020;10.6;51.9
21.10.2020;14.1;47.8
22.10.2020;16.8;41.5
23.10.2020;14.6;64.6
24.10.2020;13.1;39.7
25.10.2020;12.6;31.7
26.10.2020;10;62.1
27.10.2020;9.5;44.9
28.10.2020;12.3;42.7
29.10.2020;11.6;43.9
30.10.2020;13.3;45.4
31.10.2020;13.4;53.9
01.11.2020;14.3;35.2
02.11.2020;18.7;31.2
03.11.2020;12.2;54.3
04.11.2020;7.4;60.3
05.11.2020;5.3;61.7
06.11.2020;4.3;72.2
07.11.2020;4.4;67.3
08.11.2020;6.3;69.5
09.11.2020;8.4;77.9
10.11.2020;6;80.6
11.11.2020;7.8;82.6
12.11.2020;8.9;64.6
13.11.2020;9.4;64.6
14.11.2020;12.1;55.9
15.11.2020;12.6;24.6
16.11.2020;11.1;43.2
17.11.2020;9.5;50.5
18.11.2020;7;51.3
19.11.2020;9.4;41.3
20.11.2020;3.9;64.3
21.11.2020;1.3;37.2
22.11.2020;3.4;39.9
23.11.2020;5.4;58.7
24.11.2020;3;64.1
25.11.2020;1.8;69.2
26.11.2020;1.7;76.6
27.11.2020;2.8;82.9
28.11.2020;0.5;73.6
29.11.2020;1;75.8
30.11.2020;-1.3;69.7
01.12.2020;1;78.1
02.12.2020;1.6;82.6
03.12.2020;1.9;62.4
04.12.2020;4.7;54.9
05.12.2020;3.5;69.5
